Categoría,Alimento,Producto,Empresa
Helados,Helados de leche,"Helado Savory 3 leches, 1lt",Nestlé
Helados,Bombon de fruta,"Franuí, Frambuesa bañada en chocolate negro y blanco 150 g","Franuí - importado por
Cencosud"
Helados,Bombon de fruta,"Franuí, Frambuesa bañada en chocolate con leche y blanco, 150
g","Franuí - importado por
Cencosud"
Helados,Bombón helado,"Helado Savory Chomp frambuesa crema, 225ml",Nestlé
Helados,Bombón helado,"Helado Savory Chomp Sahne Nuss chocolate,225 ml",Nestlé
Conservas dulces y saladas,Pepinillos,Pepinillos Hengstenberg Knax (pecera) frasco vidrio 1700 ml,"Hengstenberg - Importa
Elbelman"
Conservas dulces y saladas,Jurel,"Jurel San Jose medallón, al natural 425g","San José, Orizon"
Conservas dulces y saladas,Jurel,"Jurel San Jose en trozo, reducido sodio 425g","San José, Orizon"
Conservas dulces y saladas,Jurel,Jurel San Jose en trozo con salsa de tomate 425g,"San José, Orizon"
Conservas dulces y saladas,Jurel,Jurel San Jose en trozo en aceite 425g,"San José, Orizon"
Conservas dulces y saladas,Jurel,"Jurel San Jose Lomo al natural, lata 160g","San José, Orizon"
Conservas dulces y saladas,Jurel,"Jurel San Jose Lomo en aceite, lata 160g","San José, Orizon"
Conservas dulces y saladas,Jurel,"Jurel San Jose Lomo ahumado, lata 170g","San José, Orizon"
Conservas dulces y saladas,Jurel,"Jurel Colorado al natural, lata 425g",Colorado
Conservas dulces y saladas,Porotos cocidos,"Poroto blanco (cocidos), tetra pack 390g",Cuisine&Co - JUMBO
Conservas dulces y saladas,Porotos cocidos,"Poroto negro cocidos, tetra pack 390g",Cuisine&Co - JUMBO
Conservas dulces y saladas,Porotos cocidos,"Poroto rojo cocido, tetra pack 390g",Cuisine&Co - JUMBO
Conservas dulces y saladas,Garbanzos cocidos,"Garbanzos cocidos, tetra pack 390g",Cuisine&Co - JUMBO
Cecinas,Cecinas,Surtido parrillero Receta del Abuelo,PF Alimentos
Cecinas,Cecinas,Pechuga de pollo cocida marca Receta del Abuelo,PF Alimentos
Cecinas,Cecinas,Pechuga de Pavo asada marca PF,PF Alimentos
Cecinas,Cecinas,Salchichón cerveza,Cecinas Llanquihue
Cecinas,Cecinas,"Coppa molde, 3,1kg",Winter - Cial Alimentos
Cecinas,Cecinas,Pechuga de pollo asada PF,PF Alimentos
Cecinas,Cecinas,Surtido cocktail Receta del Abuelo,PF Alimentos
Cecinas,Panceta,Panceta ahumada marca PF,PF Alimentos
Cecinas,Panceta,Panceta ahumada marca Receta del Abuelo,PF Alimentos
Cecinas,Salchicha de pollo,Vienesas de pollo marca La Española,PF Alimentos
Cecinas,Salame,Salame,Cecinas Llanquihue
Cecinas,Salame,Pepperoni marca PF,PF Alimentos
Cecinas,Salame,Salamín ahumado marca PF,PF Alimentos
Cecinas,Salame,Salame ahumado PF,PF Alimentos
Cecinas,Salame,Salame italiano marca PF,PF Alimentos
Cecinas,Salame,Salamín ahumado marca Receta del Abuelo,PF Alimentos
Cecinas,Salame,Salamín artesanal marca Receta del Abuelo,PF Alimentos
Cecinas,Salame,"Mini salamín (Snack) marca Receta del Abuelo, 60g",PF Alimentos
Cecinas,Salame,Snackin Salame 50g.,La Preferida - Cial Alimentos
Cecinas,Salame,Pepperoni tipo americano marca PF,PF Alimentos
Cecinas,Salame,Salame tipo Americano marca PF,PF Alimentos
Cecinas,Salame,"Salame Italiano, 80gr y 100g, 1.6kg",San Jorge - Cial Alimentos
Cecinas,Salame,"Salame ahumado, 80g, 100gr y 1,6kg",San Jorge - Cial Alimentos
Cecinas,Salame,"Salame, 100g y 500gr",La Preferida - Cial Alimentos
Cecinas,Salame,"Salame, 200g y 1,6kg",La Preferida - Cial Alimentos
Cecinas,Salame,"Pepperoni, 100g",La Preferida - Cial Alimentos
Cecinas,Salame,Salame ahumado LIDER,PF Alimentos
Cecinas,Salame,Salame pieza 840,La Preferida - Cial Alimentos
Cecinas,Salame,Salamín tradicional 200gr,La Preferida - Cial Alimentos
Cecinas,Salame,Peperoni 500 g,La Preferida - Cial Alimentos
Cecinas,Salame,Snackin Pepperoni 50g,La Preferida - Cial Alimentos
Cecinas,Salame,Salamín tipo italiano PF,PF Alimentos
Cecinas,Salame,Salame Milano 2.5kg y 80gr,Simonini - Importa Globe Italia
Cecinas,Salame,"Salametto Parmigiano, 200 gr",Simonini - Importa Globe Italia
Cecinas,Salame,Salametto Piccante 250g,Simonini - Importa Globe Italia
Cecinas,Salame,Salametto Trufa 250gr,Simonini - Importa Globe Italia
Cecinas,Salame,"Salame Spianata piccante,100gr y 1kg",Simonini - Importa Globe Italia
Cecinas,Salame,Prosciutto crudo nazionale,Simonini - Importa Globe Italia
Cecinas,Salame,"Salame Spianata Romana, 100GR SIMONINI",Simonini - Importa Globe Italia
Cecinas,Chorizo y Longanizas,Longanizas envasadas el vacío,Cecinas Llanquihue
Cecinas,Chorizo y Longanizas,Chorizo parrillero sureño marca PF,PF Alimentos
Cecinas,Chorizo y Longanizas,Chorizo parrillero marca PF,PF Alimentos
Cecinas,Chorizo y Longanizas,Chorizo de campo marca Receta del Abuelo 500g,PF Alimentos
Cecinas,Chorizo y Longanizas,"Chorizo parrillero Premium marca Receta del Abuelo, 250gr y
500gr",PF Alimentos
Cecinas,Chorizo y Longanizas,"Chorizo tipo español marca Receta del Abuelo, 140g",PF Alimentos
Cecinas,Chorizo y Longanizas,"Longanicilla de campo Receta del Abuelo, 160gr y 320gr",PF Alimentos
Cecinas,Chorizo y Longanizas,Longaniza sureña marca Receta del Abuelo,PF Alimentos
Cecinas,Chorizo y Longanizas,Mix parrillero marca Receta del Abuelo,PF Alimentos
Cecinas,Chorizo y Longanizas,Chorizo parrillero marca La Española,PF Alimentos
Cecinas,Chorizo y Longanizas,Chorizo parrillero,Cecinas Llanquihue
Cecinas,Chorizo y Longanizas,"Longanicilla de campo con merkén Receta del Abuelo, 160gr y
320gr",PF Alimentos
Cecinas,Chorizo y Longanizas,Mini pepperoni marca Receta del Abuelo,PF Alimentos
Cecinas,Chorizo y Longanizas,Longanicilla Angus marca Receta del Abuelo,PF Alimentos
Cecinas,Chorizo y Longanizas,Chorizo Sureño Premium 400g.,San Jorge - Cial Alimentos
Cecinas,Chorizo y Longanizas,Longaniza Centenario Artesanal 500g. (envasado al vacío),La Preferida - Cial Alimentos
Cecinas,Chorizo y Longanizas,Chorizo Centenario Artesanal 500g.,La Preferida - Cial Alimentos
Cecinas,Chorizo y Longanizas,Chorizo tipo Argentino 500g.(envasado al vacío),La Preferida - Cial Alimentos
Cecinas,Chorizo y Longanizas,Chorizo parrillero 250 gr.,San Jorge - Cial Alimentos
Cecinas,Chorizo y Longanizas,Choricillo cocktail receta tradicional Marca PF 180gr y 1kg,PF Alimentos
Cecinas,Chorizo y Longanizas,"Chorizo parrillero, 1kg",San Jorge - Cial Alimentos
Cecinas,Chorizo y Longanizas,"Longaniza tradicional, 1kg",San Jorge - Cial Alimentos
Cecinas,Chorizo y Longanizas,"Chorizo parrillero con carne angus, 250g, 500g y 1kg",La Preferida - Cial Alimentos
Cecinas,Chorizo y Longanizas,"Chorizo parrillero con carne angus al merkén, 500g",La Preferida - Cial Alimentos
Cecinas,Chorizo y Longanizas,"Longaniza con carne angus, 500g",La Preferida - Cial Alimentos
Cecinas,Chorizo y Longanizas,"Mix parrillero, 500g",La Preferida - Cial Alimentos
Cecinas,Chorizo y Longanizas,"Chorizo, 800g",Winter - Cial Alimentos
Cecinas,Chorizo y Longanizas,"Chorizo de campo, 400g",Winter - Cial Alimentos
Cecinas,Chorizo y Longanizas,"Longaniza, 1kg",Winter - Cial Alimentos
Cecinas,Chorizo y Longanizas,Choricillo cocktail marca Receta del Abuelo,PF Alimentos
Cecinas,Chorizo y Longanizas,Longaniza sureña 400gr,San Jorge - Cial Alimentos
Cecinas,Chorizo y Longanizas,"Longaniza de campo al merkén, 280gr",La Preferida - Cial Alimentos
Cecinas,Chorizo y Longanizas,Chorizo parrillero con carne Angus marca Receta del Abuelo,PF Alimentos
Cecinas,Chorizo y Longanizas,Chorizo parrillero marca Receta del Abuelo,PF Alimentos
Cecinas,Chorizo y Longanizas,Longaniza con carne Angus marca Receta del Abuelo,PF Alimentos
Cecinas,Chorizo y Longanizas,Longaniza parrillera Receta del Abuelo,PF Alimentos
Cecinas,Chorizo y Longanizas,Longaniza tradicional La Española,PF Alimentos
Cecinas,Jamón pierna,Jamón pierna G2 envasada al vacío,Cecinas Llanquihue
Cecinas,Jamón pierna,Jamón pierna acaramelado marca PF,PF Alimentos
Cecinas,Jamón pierna,Jamón Pierna 250g.,La Preferida - Cial Alimentos
Cecinas,Jamón pierna,Jamón Pierna 125 g. (laminado corte pluma),La Preferida - Cial Alimentos
Cecinas,Jamón pierna,"Jamón pierna, 500g",San Jorge - Cial Alimentos
Cecinas,Jamón pierna,Jamón Pierna 200g.,La Preferida - Cial Alimentos
Cecinas,Jamón pierna,Jamón pierna marca Receta del Abuelo,PF Alimentos
Cecinas,Paté tipo ternera,"Paté sabor ternera, 125 g",San Jorge - Cial Alimentos
Cecinas,Tocino,Tocino ahumado,Cecinas Llanquihue
Cecinas,Tocino,Tocino Ahumado 500g.,La Preferida - Cial Alimentos
Cecinas,Tocino,Tocino trozo,La Preferida - Cial Alimentos
Cecinas,Tocino,Tocino 180g. laminado,La Preferida - Cial Alimentos
Cecinas,Tocino,Tocino 100g laminado (envasado al vacío).,La Preferida - Cial Alimentos
Cecinas,Tocino,Tocino Parrillero 180g (envasado al vacío).,La Preferida - Cial Alimentos
Cecinas,Salchichas,Salchichas Vienesas tradicionales envasadas al vacío,Cecinas Llanquihue
Cecinas,Salchichas,Salchicha de pavo marca PF,PF Alimentos
Cecinas,Salchichas,Salchicha Gran Completo marca PF,PF Alimentos
Cecinas,Salchichas,Salchicha completera marca PF,PF Alimentos
Cecinas,Jamón de pavo,Pechuga Ahumada de Pavo 125g. (laminado),La Preferida - Cial Alimentos
Cecinas,Jamón de pavo,Pechuga Acaramelada de Pavo 125g. (laminado),La Preferida - Cial Alimentos
Cecinas,Jamón de pavo,Pechuga Cocida de Pavo 125g (laminado),La Preferida - Cial Alimentos
Cecinas,Jamón de pavo,Pechuga de Pavo Cocida 250g. (laminado),La Preferida - Cial Alimentos
Cecinas,Jamón de pavo,Jamón Pavo ahumado 500 gr.,San Jorge - Cial Alimentos
Cecinas,Jamón de pavo,"Jamón de pavo cocido, 3kg",La Preferida - Cial Alimentos
Cecinas,Jamón de pavo,"Pechuga de Pavo acaramelada, 2,5kg",La Preferida - Cial Alimentos
Cecinas,Jamón artesanal,Jamón artesanal G1 envasado al vacío,Cecinas Llanquihue
Cecinas,Jamón artesanal,Jamón artesanal 200 gr (laminado),San Jorge - Cial Alimentos
Cecinas,Jamón sándwich,Jamón sándwich G2 envasado al vacío,Cecinas Llanquihue
Cecinas,Jamón serrano,Jamón serrano marca Receta del Abuelo,PF Alimentos
Cecinas,Jamón serrano,Jamón Serrano 80gr La preferida,La Preferida - Cial Alimentos
Cecinas,Lomo Kasler,Lomo Kasler,Cecinas Llanquihue
Cecinas,Lomo lachs,Lomo vetado ahumado,Cecinas Llanquihue
Cecinas,Mortadela,Mortadela Lisa fina,Cecinas Llanquihue
Cecinas,Mortadela,Mortadela Breslauer,Cecinas Llanquihue
Cecinas,Mortadela,Mortadela Jamonela,Cecinas Llanquihue
Cecinas,Mortadela,Coppa italiana marca PF,PF Alimentos
Cecinas,Mortadela,Mortadela alemana marca PF,PF Alimentos
Cecinas,Mortadela,Mortadela de pollo marca PF,PF Alimentos
Cecinas,Mortadela,Mortadela fina marca PF,PF Alimentos
Cecinas,Mortadela,Mortadela jamonada (pollo) marca PF,PF Alimentos
Cecinas,Mortadela,Salchichón cervecero marca PF,PF Alimentos
Cecinas,Mortadela,Salchichón cervecero especial marca PF,PF Alimentos
Cecinas,Mortadela,Salchichón cervecero marca Receta del Abuelo,PF Alimentos
Cecinas,Mortadela,Salchichón cervecero especial marca Receta del Abuelo,PF Alimentos
Cecinas,Mortadela,Mortadela fina Receta del Abuelo,PF Alimentos
Cecinas,Mortadela,Mortadela Jamonada Centenario,La Preferida - Cial Alimentos
Cecinas,Mortadela,Salchichón Cerveza 250g.,Winter - Cial Alimentos
Cecinas,Mortadela,Mini Mortadela lisa 400 gr.,San Jorge - Cial Alimentos
Cecinas,Mortadela,Mortadela lisa 250 gr,San Jorge - Cial Alimentos
Cecinas,Mortadela,Mortadela jamonada 3 KG.,San Jorge - Cial Alimentos
Cecinas,Mortadela,Mortadela jamonada 250 gr (laminada),San Jorge - Cial Alimentos
Cecinas,Mortadela,"Mortadela jamonada, 200g",La Preferida - Cial Alimentos
Cecinas,Mortadela,"Bologna, 3kg",Winter - Cial Alimentos
Cecinas,Mortadela,"Salchichón cerveza, 1,6kg",Winter - Cial Alimentos
Cecinas,Mortadela,"Mortadela lisa, pieza 3kg",San Jorge - Cial Alimentos
Cecinas,Mortadela,"Mortadella Bologna con pistachos, 200 gr",Simonini - Importa Globe Italia
Cecinas,Mortadela,"Mortadella Modenella, 80 gr",Simonini - Importa Globe Italia
Cecinas,Paté,Paté Teewurst (jamón),Cecinas Llanquihue
Cecinas,Paté,Paté de cerdo,Cecinas Llanquihue
Cecinas,Paté,Paté de cerdo marca PF,PF Alimentos
Cecinas,Paté,Paté de pavo marca PF,PF Alimentos
Cecinas,Paté,Paté de campo marca Receta del Abuelo,PF Alimentos
Cecinas,Paté,Paté sabor jamón PF,PF Alimentos
Cecinas,Paté,Teewurst marca Receta del Abuelo (pate de jamón),PF Alimentos
Cecinas,Paté,"Paté sabor ave, 125 g",San Jorge - Cial Alimentos
Cecinas,Paté,"Paté sabor ternera, 160g",La Preferida - Cial Alimentos
Cecinas,Paté,"Paté salchichón té, 160g",La Preferida - Cial Alimentos
Cecinas,Paté,"Paté teewurst, 125g",La Preferida - Cial Alimentos
Cecinas,Paté,Paté sabor Ternera,Cecinas Llanquihue
Cecinas,Paté,Paté de pollo marca PF,PF Alimentos
Cecinas,Paté,Paté de pollo finas hierbas marca PF,PF Alimentos
Cecinas,Arrollado,Arrollado Huaso marca PF,PF Alimentos
Cecinas,Arrollado,Arrollado Huaso con ají marca PF,PF Alimentos
Cecinas,Arrollado,Arrollado Lomo con ají (granel),San Jorge - Cial Alimentos
Cecinas,Arrollado,Arrollado lomo 500gr,San Jorge - Cial Alimentos
Cecinas,Arrollado,Arrollado Huaso con ají,San Jorge - Cial Alimentos
Cecinas,Arrollado,Arrollado Huaso La Preferida,La Preferida - Cial Alimentos
Cecinas,Arrollado,Arrollado Huaso marca Receta del Abuelo,PF Alimentos
Cecinas,Arrollado,Arrollado artesanal marca Receta del Abuelo,PF Alimentos
Cecinas,Jamón,Fiambre de jamón sándwich PF,PF Alimentos
Cecinas,Jamón,Mini salchichón cervecero marca PF,PF Alimentos
Cecinas,Jamón,Pechuga de pavo ahumada marca PF,PF Alimentos
Cecinas,Jamón,Pechuga de pavo cocida marca PF,PF Alimentos
Cecinas,Jamón,Pechuga de pollo cocida marca PF,PF Alimentos
Cecinas,Jamón,Jamón pierna artesanal marca Receta del Abuelo,PF Alimentos
Cecinas,Jamón,Jamón pierna sándwich marca Receta del Abuelo,PF Alimentos
Cecinas,Jamón,Pechuga de pavo cocida marca Receta del Abuelo,PF Alimentos
Cecinas,Jamón,Pepperoni marca Receta del Abuelo,PF Alimentos
Cecinas,Jamón,Jamón Centenario acaramelado,La Preferida - Cial Alimentos
Cecinas,Jamón,"Jamón Colonial mini pieza,",San Jorge - Cial Alimentos
Cecinas,Jamón,Jamón Acaramelado tradicional,Winter - Cial Alimentos
Cecinas,Jamón,Jamón pierna artesanal,Winter - Cial Alimentos
Cecinas,Jamón,Jamón acaramelado 200 gr (laminado),San Jorge - Cial Alimentos
Cecinas,Jamón,Jamón Colonial 125 gr (laminado),La Preferida - Cial Alimentos
Cecinas,Jamón,Jamón Acaramelado 125 gr (laminado),La Preferida - Cial Alimentos
Cecinas,Jamón,Jamón Acaramelado 200 gr (laminado),Winter - Cial Alimentos
Cecinas,Jamón,Jamón Pierna artesanal 200 gr (laminado),Winter - Cial Alimentos
Cecinas,Jamón,Jamón Acaramelado mini pieza,Winter - Cial Alimentos
Cecinas,Jamón,"Fiambre Sándwich, 250g y 500gr",San Jorge - Cial Alimentos
Cecinas,Jamón,"Jamón colonial, 200kg",San Jorge - Cial Alimentos
Cecinas,Jamón,"Jamón pierna, pieza 6,5kg, 3.2 kg y mini pieza 3.5kg",La Preferida - Cial Alimentos
Cecinas,Jamón,"Salchichón cerveza, 2,5kg",La Preferida - Cial Alimentos
Cecinas,Jamón,"Jamón centenario acaramelado mini pieza, 3kg",La Preferida - Cial Alimentos
Cecinas,Jamón,"Jamón planchado, 500g",San Jorge - Cial Alimentos
Cecinas,Jamón,"Queso de cabeza, 2,9kg",Winter - Cial Alimentos
Cecinas,Jamón,"Jamón ahumado, 5kg",Winter - Cial Alimentos
Cecinas,Jamón,"Fiambre sándwich 3,5 kg",San Jorge - Cial Alimentos
Cecinas,Jamón,Jamón centenario colonial,La Preferida - Cial Alimentos
Cecinas,Jamón,Jamón acaramelado pieza 3kg,San Jorge - Cial Alimentos
Cecinas,Jamón,Jamón tipo Serrano,Cecinas Llanquihue
Cecinas,Jamón,"Jamón planchado, 200g",San Jorge - Cial Alimentos
Cecinas,Jamón,Jamón ahumado corte juliana PF,PF Alimentos
Cecinas,Jamón,Jamón de pavo cocido PF,PF Alimentos
Cecinas,Jamón,Jamón glacé marca PF,PF Alimentos
Cecinas,Jamón,"Prosciutto superiore Bellagio, 100g",Simonini - Importa Globe Italia
Cecinas,Jamonada,Jamonada de pavo marca PF,PF Alimentos
Cecinas,Jamonada,Jamonada de pavo marca Receta del Abuelo,PF Alimentos
Cecinas,Jamonada,Jamonada de pollo marca Receta del Abuelo,PF Alimentos
Cecinas,Prietas,"Prieta a la chilena marca PF, 1.5kg",PF Alimentos
Cecinas,Prietas,Prieta Premium marca Receta del Abuelo,PF Alimentos
Cecinas,Prietas,"Prieta, 400g",La Preferida - Cial Alimentos
Cecinas,Pastas,Pasta (paté) sabor jamón serrano marca Receta del Abuelo,PF Alimentos
Cecinas,Pastas,Pasta sabor jamón serrano marca Receta del Abuelo,PF Alimentos
Cecinas,Pastas,Pasta Jamón 125 gr,San Jorge - Cial Alimentos
Cecinas,Pastas,"Pasta pollo ciboulette, 125g",La Preferida - Cial Alimentos
Cecinas,Pastas,"Pasta pollo pimentón, 125g",La Preferida - Cial Alimentos
Cecinas,Pastas,"Pasta salame, 125g",La Preferida - Cial Alimentos
Cecinas,Pastas,Pasta de salame Receta del Abuelo,PF Alimentos
Cecinas,Salchicha,Salchicha/vienesas sureñas La Española,PF Alimentos
Cecinas,Salchicha,Vienesa extra Dog marca PF,PF Alimentos
Cecinas,Salchicha,Vienesas marca La Española,PF Alimentos
Cecinas,Salchicha,"Salchicha sureña, envase 500g y 250g",La Preferida - Cial Alimentos
Cecinas,Salchicha,"Vienesa 22 cm / calibre 28, 2,079kg",San Jorge - Cial Alimentos
Cecinas,Salchicha,Salchicha sureña de pollo PF,PF Alimentos
Cecinas,Salchicha,Salchicha premium Receta del Abuelo,PF Alimentos
Cecinas,Jamones,"Antipasto Surtido Prosciutto, Salame milano y Coppa. 120 grs",Simonini - Importa Globe Italia
Cecinas,Vienesas,"Salchicha de pavo, 250g y 1kg",San Jorge - Cial Alimentos
Cecinas,Vienesas,"Salchicha sureña, 200gr y 1kg",San Jorge - Cial Alimentos
Cecinas,Vienesas,"Salchicha hot dog, 380g",San Jorge - Cial Alimentos
Cecinas,Vienesas,"Salchicha de Pollo, 250gr y 1kg",San Jorge - Cial Alimentos
Cecinas,Vienesas,"Salchicha tradicional, 250gr y 1kg",San Jorge - Cial Alimentos
Cecinas,Vienesas,"Salchicha sureña, 1kg",Winter - Cial Alimentos
Cecinas,Vienesas,"Salchicha de pollo, 250 y 1kg",Winter - Cial Alimentos
Cecinas,Vienesas,"Salchicha tradicional, 250gr y 1kg",Winter - Cial Alimentos
Cecinas,Vienesas,"Salchicha conveniente 20 un, 1kg",Winter - Cial Alimentos
Cecinas,Jamón de Pollo,Pechuga de pollo asada La Preferida (pieza),La Preferida - Cial Alimentos
Carnes,Carnes procesadas,Bistec de pechuga de Pavo. bandeja 450gr,Sopraval
Carnes,Carnes procesadas,Trutro de pavo parrillero clásico (deshuesado),Sopraval
Carnes,Carnes procesadas,"Trutro corto de pavo parrillero BBQ (sin hueso, sin piel)",Sopraval
Carnes,Carnes procesadas,"Trutro corto de pavo parrillero Merkén (sin hueso, sin piel), 900gr",Sopraval
Carnes,Carnes procesadas,"Albóndigas frescas de pavo, 420 gr",Sopraval
Carnes,Pollo entero,Pollo entero sin menudencias (bolsa) sin marinar,Canto del gallo
Carnes,Pollo entero,Pollo entero con menudencias (bolsa) refrigerado y congelado,Ariztía
Carnes,Trutro Ala,Tutitos de Ala media de Pavo sureña parrillera,Ariztía
Carnes,Filetitos de Pollo,Filetillo de Pollo (estuche),Canto del gallo
Carnes,Filetitos de Pollo,Filetillo de Pollo congelado (bandeja 580gr) sin marinar,Canto del gallo
Carnes,Filetitos de Pollo,Filetillos de Pollo (bandeja 830 y 480 gr),Ariztía
Carnes,Filetitos de Pollo,"Bistec de Trutro congelado (IQF), 600 grs",Sopraval
Carnes,Filetitos de Pollo,Filete de pollo 850gr,Ariztía
Carnes,Pechuga de Pollo,Pechuga de pollo deshuesada (bandeja 550gr) sin marinar,Canto del gallo
Carnes,Pechuga de Pollo,Pechuga deshuesada de Pollo congelada (bolsa),Canto del gallo
Carnes,Pechuga de Pollo,Pechuga entera de Pollo (bandeja peso variable) refrigerado,Ariztía
Carnes,Pechuga de Pollo,"Pechuga de Pollo deshuesada (bandeja 850, 500 gr) refrigerada",Ariztía
Carnes,Trutro de Pollo,Trutro corto de Pollo congelado (bolsa),Canto del gallo
Carnes,Trutro de Pollo,Trutro corto de Pollo (bandeja 800 gr y peso variable),Ariztía
Carnes,Trutro de Pollo,"Trutro de Pollo combinado (largo y corto) bandeja 1kg y peso
variable",Ariztía
Carnes,Trutro de Pollo,"Trutro corto de pollo sin marinar, peso variable marca Canto del
Gallo",Ariztía
Carnes,Trutro de Pollo,"Trutro largo de pollo, sin marinar, peso variable",Ariztía
Carnes,Trutro de Pollo,Trutro de Pollo combinado (largo y corto) peso variable,Ariztía
Carnes,Trutro de Pollo,"Trutros de Pollo deshuesados congelados, 750g Ariztía",Ariztía
Carnes,Menudencias,Pana de Pollo (bandeja 600g) refrigerada y congelada,Ariztía
Carnes,Pavo,"Pavo entero marinado congelado, peso variable",Ariztía
Carnes,Pavo,"Molida de Pavo, bandeja 400 y peso variable, refrigerado y
congelado",Ariztía
Carnes,Pavo,Osobuco de pavo (bandeja peso variable),Sopraval
Carnes,Pechuga de Pavo,"Pechuga deshuesada de Pavo con piel, marinado, congelado,
bolsa peso variable",Ariztía
Carnes,Pechuga de Pavo,"Bistec de pechuga de Pavo, Ariztía light, bandeja 450g",Ariztía
Carnes,Pechuga de Pavo,"Bistec de pechuga (pavo) congelado, 700 grs",Sopraval
Carnes,Pechuga de Pavo,"Filete de pechuga finas Hierbas con quínoa, 600g",Sopraval
Carnes,Pechuga de Pavo,"Pechuga deshuesada fresca y congelada (con piel, con malla)",Sopraval
Carnes,Pechuga de Pavo,Pechuga de pavo fresca (sin piel),Sopraval
Carnes,Filete de Pavo,"Filete de pavo clásico, 600 gr",Sopraval
Carnes,Carne molida de pavo,"Carne molida de pechuga de pavo, 470gr",Sopraval
Carnes,Carne molida de pavo,"Carne molida de trutro de pavo, 350gr y 470g",Sopraval
Carnes,Pollo marinado,"Trutro largo de Pollo (bandeja 800gr y variable), refrigerado",Ariztía
Carnes,Pollo sin marinar,Trutro largo de Pollo (peso variable) sin marinar Canto del Gallo,Ariztía
Carnes,Pescado,"Filete de Jurel Congelado San Jose, bolsa 500g","San José, Orizon"
Carnes,carne molida,MOLIDA 250g.,San Jorge - Cial Alimentos
Carnes,carne molida,"Carne Molida de pechuga de pollo, 400 refrigerado",Ariztía
Carnes,Churrasco,Churrasco de vacuno 120g,San Jorge - Cial Alimentos
Hamburguesas,Hamburguesas,Hamburguesa vacuno 100gr,La Preferida - Cial Alimentos
Hamburguesas,Hamburguesas,Hamburguesa 90 gr y 55gr,San Jorge - Cial Alimentos
Hamburguesas,Hamburguesas,Bolsa Hamburguesa 10X90 gr,San Jorge - Cial Alimentos
Hamburguesas,Hamburguesas,"Hamburguesa con carne Angus, 100 gr y 185gr",La Preferida - Cial Alimentos
Hamburguesas,Hamburguesas,Hamburguesa 50 gr.,Winter - Cial Alimentos
Hamburguesas,Hamburguesas,"Hamburguesa Bronto, 185 g",San Jorge - Cial Alimentos
Hamburguesas,Hamburguesas,"Hamburguesa, 100g",Winter - Cial Alimentos
Hamburguesas,Hamburguesas,Hamburguesa pollo 48g,Winter - Cial Alimentos
Comida preparada,Comida preparada,"Pasta de Choclo con Albahaca, bolsa 1kg y 2,5 kg",Frutos del Maipo
Comida preparada,Comida preparada,"Quínoa Mix de verduras (veggie), doypack 400gr",Frutos del Maipo
Comida preparada,Garbanzos cocidos,"Garbanzos, frasco vidrio 400gr",Sabores de la Pao
Comida preparada,Porotos cocidos,"Porotos con tocino, frasco vidrio 400gr",Sabores de la Pao
Comida preparada,Porotos cocidos,"Porotos granados, frasco vidrio 400gr",Sabores de la Pao
Comida preparada,Sandwich,Sándwich jamón queso gluten free marca Starbucks,Cetortillas
Comida preparada,Quinoa,"Salteado de verduras con quinoa, 250 gr","CARRETILLA - Importado por
Cencosud"
Comida preparada,Carbonada,"Carbonada, frasco vidrio 400gr",Sabores de la Pao
Comida preparada,Carne mechada,"Carne mechada, frasco vidrio 400 gr",Sabores de la Pao
Comida preparada,Charquicán,"Charquicán de champiñones, frasco vidio 400gr",Sabores de la Pao
Comida preparada,Charquicán,"Charquicán, frasco vidrio 400gr",Sabores de la Pao
Comida preparada,Crema,"Crema de champiñones, frasco vidrio 400gr",Sabores de la Pao
Comida preparada,Crema,"Crema de porotos, frasco vidrio 400gr",Sabores de la Pao
Comida preparada,Crema,"Crema de zapallo y zanahoria asadas, frasco vidrio 400gr",Sabores de la Pao
Comida preparada,Guiso,"Guiso de berenjenas, frasco vidrio 400gr",Sabores de la Pao
Comida preparada,Guiso,"Guiso de Tomates y Berenjenas, frasco vidrio 400gr",Sabores de la Pao
Comida preparada,Lentejas,"Lentejas al curry, frasco vidrio 400gr",Sabores de la Pao
Comida preparada,Pollo al cognac,"Pollo al cognac, frasco vidrio 400gr",Sabores de la Pao
Comida preparada,Salsa boloñesa,"Salsa Boloñesa, frasco vidrio 400gr",Sabores de la Pao
Comida preparada,Tomaticán,Tomaticán,Sabores de la Pao
Comida para bebés,Colados fruta,"Compota/colado NATURNES manzana orgánica, sin azúcar
añadida, formato Pouch 110g",Nestlé
Comida para bebés,Colados fruta,"Compota/colado NATURNES plátano (banana) mango orgánica,
sin azúcar añadida, formato Pouch 110g",Nestlé
Comida para bebés,Colados fruta,"Compota/colado NATURNES orgánico pera , sin azúcar añadida,
frasco 113g",Nestlé
Comida para bebés,Colados fruta,"Compota/colado NETURNES orgánico manzana, sin azúcar
añadida, frasco 113g",Nestlé
Comida para bebés,Colados de pavo y verduras,Colado NaturNes Pavo y Verduras (215 g),Nestlé
Comida para bebés,Colados de pollo y verduras,Colado NaturNes Pollo y Verduras (115 g),Nestlé
Comida para bebés,Colados de pollo y verduras,Colado NaturNes Pollo y Verduras (215 g),Nestlé
Comida para bebés,Colados de verduras,Colado NaturNes Verduras Mixtas (215 g),Nestlé
Comida para bebés,Picados,Picado NaturNes Charquicán (250 g),Nestlé
